Emotion,Text
neutral,Just trying to get comfortable. I can't sleep in my underwear.
neutral,"Well, you're gonna."
neutral,"I've been thinking. Y'know, about how I'm always seeing girls on top of girls..."
neutral,"Are they end to end, or tall like pancakes?"
neutral,"Y'know what I mean, about how I'm always going out with all these women."
sadness,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?"
neutral,"Now I'm looking at my dad, thinking..."
neutral,"Hey, you're not him."
neutral,You're you.
neutral,"When they were all over you to go into your father's pipe-fitting business, did you cave?"
neutral,No.
neutral,No.
neutral,You decided to go into the out-of-work actor business.
neutral,"Now that wasn't easy, but you did it!"
neutral,"And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married."""
joy,You really think so?
neutral,Yeah. I really do.
neutral,"Thanks, Chandler."
anger,Get off!
neutral,Hi.
neutral,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?"
neutral,"When you say used, do you mean eat as a pre-cooking snack?"
neutral,And the cream?
neutral,Cheese makes me thirsty.
neutral,Okay. Let’s move on.
neutral,All right.
neutral,I don’t know anything about cooking.
neutral,"I had to ask someone what it’s called when the, when the water makes those little bubbles."
joy,"Well, hats off to the chef."
neutral,"I-I-I’m sorry, your-your mouth was full, I didn’t hear what you said. Umm, hats off to who now?"
joy,The chef!
joy,That’s right.
neutral,"Hey, Pheebs."
neutral,Hey.
neutral,How's it going?
joy,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.
neutral,So what's going on?
neutral,"Nothing, um, it's just, um... It's Roger."
neutral,"I dunno, there's just something about..."
neutral,Basically we just feel that he's...
sadness,"We're sorry, Pheebs, we're sorry."
neutral,Uh-huh.
neutral,Okay.
neutral,"Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?"
sadness,We're sorry.
joy,Hey!
joy,Hey!
neutral,What are you doing?
neutral,I’m sending back all this stuff that Chandler bought out of guilt.
fear,Yes that was mine.
neutral,Cause I figured you'd hooked up with some girl and she'd left it there.
sadness,Yes that would have made more sense.
anger,"Y'know, I-I don't even feel like I know you anymore man!"
neutral,"All right, look, I'm just gonna ask you this one time."
neutral,"And whatever you say, I'll believe ya."
anger,"Were you, or were you not on a gay cruise?"
anger,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?"
neutral,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball."
neutral,"She said, ""If I’m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it."""
joy,Postpone it?
anger,"Emily, do you think Monica realises how much our parents spent on this wedding?"
anger,"Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?"
neutral,This isn’t right.
sadness,"I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right."
anger,I can’t ask people to do that? Would you ask people to do that?
anger,Don’t you point your pants at me!
anger,We have no choice!
anger,"Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand?"
anger,This is our wedding I’m talking about.
neutral,The only thing I understand is postponing it is not an option. This is when we’re getting married.
anger,So what are you saying? It’s now or never?
neutral,No. I’m saying it’s now.
anger,Or?
anger,There’s no ‘or’ in mind. What is wrong with these pants?!!
anger,It’s not the pants.
anger,It’s you that is backwards.
anger,"And if, and if you don’t understand how important this is to me, well then, perhaps we shouldn’t get married at all!"
sadness,"No, wait! Emily! No, wait, stop! Emily, please—"
neutral,"Hi, honey."
neutral,See you later.
joy,"What? I-I bought groceries, I was gonna make you dinner!"
anger,Well next time ask! Or at least wait for me to ask!
neutral,"Hi, this is Heldi from the Morgan Chase museum. I’m calling for Monica Geller."
neutral,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available"
fear,"Oh please, he didn’t hear it! He didn’t hear it!!"
anger,NOOOO!!!!!!!!
neutral,I came to give you this  and this.
neutral,"Yeah, all the time. I want the baby to know my voice."
neutral,"Do you uh, do you talk about me?"
neutral,"Yeah, yeah, all the time."
neutral,"But um, we just refer to you as Bobo the Sperm Guy."
anger,"Actually, I think this apartment sullies the good name of crap"
neutral,Check this out. Can I have this?
neutral,What?
neutral,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."
neutral,"All of a sudden, Leon, the manager, calls me into his office."
joy,"It turns out they fired the head lunch chef, and guess who got the job."
sadness,"If it's not you, this is a horrible story."
joy,"Fortunately, it is me."
joy,"And, they made me head of purchasing, thank you very much."
joy,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate."
neutral,"Y'know, someplace nice."
neutral,"Yeah, someplace nice."
joy,Yeah!
neutral,How much do you think I can get for my kidney?
neutral,"So, what do you think?"
joy,I think It's the most beautiful table I've ever seen.
joy,I know!
neutral,"So how does this work, you going to balance the plates on these little guys' heads?"
joy,"Who cares, we'll eat at the sink! Come on, let's play!"
joy,Heads up Ross!  Score!  You suck!
neutral,Thank you. Just make yourself comfortable.
neutral,Gotcha.
neutral,This place is really my Grandmother’s.
neutral,"I got it from her when she moved to Florida, otherwise I could never afford a place like this."
neutral,"So if the landlord ever asks, I’m 87 year old woman, who’s afraid of her VCR."
neutral,So are you thirsty?
joy,"Oh, you bet I am!"
neutral,"Ohh, okay."
neutral,"Thank you, it’s my mom’s. So this is the kitchen."
neutral,"Hey, ready for dinner?"
joy,"Ooh, absolutely!"
joy,Great! How about you wanted to go the Italian place down on Bleaker Street right?
neutral,"Ooh, I love that place!  So, no."
neutral,How about Mama Lisettie's?
neutral,Enh. Sure!
neutral,"Oh, no-no, this place is totally healthy!"
neutral,That—this milk is mine.
neutral,"I bought this today, 'cause I was thirsty for milk, y'know."
joy,"Okay, let's go!"
anger,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the"
neutral,But then I'd have to go all the way around the dry cleaner place.
anger,"Okay, stop!"
neutral,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?"
anger,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"
neutral,"Well, I suppose I could give him a warning."
joy,Thank you.
neutral,Go!
anger,Go!
sadness,"No! No! Phoebe, come on! I don’t want to switch! Please come on! I can throw wet paper towels here!"
joy,No but at Monica’s you can eat cookies over the sink!
sadness,I know. I’m sorry.
neutral,All right fine! This looks like so much fun.
neutral,Yeah.
neutral,"God, what a mess."
neutral,"Tell us what happened, Brown Bird Ross."
sadness,"Well, I lost."
sadness,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S."
anger,"Nimitz, and sold over 2,000 boxes."
joy,Hey! How’d the interview go?
sadness,"Oh, I blew it. I wouldn’t of even hired me."
sadness,"Oh, come here sweetie, listen, you’re gonna go on like a thousand interviews before you get a job."
sadness,That’s not how that was supposed to come out.
sadness,This is the worst Christmas ever.
neutral,"Y'know what Rach, maybe you should just, y'know stay here at the coffee house."
anger,I can’t!
anger,It’s too late!
sadness,Terry already hired that girl over there.
sadness,"Look at her, she’s even got waitress experience."
sadness,Last night she was teaching everybody how to make napkin....  swans.
neutral,That word was swans.
joy,"You know, it's a really funny story how this happened."
neutral,It's all right.
neutral,It's all right.
neutral,You don't have to explain.
neutral,This isn't the first boyfriend bonfire that we've seen get out of control.
neutral,You're our third call tonight.
neutral,"Oh, sure, Valentine's is our busiest night of the year."
sadness,"I'm so sorry, you guys. I didn't mean to bring you down."
neutral,"No, you were right. I don't have a plan."
joy,Thank God. Food.
neutral,Phoebe?
neutral,What?
neutral,Do you have a plan?
joy,I don't even have a 'pl'.
sadness,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese."
joy,Was he wearing a stunning blue suit?
joy,And-and a power tie?
neutral,"Uh, Pheebs? Who's George Snuffalopagus?"
neutral,Big Bird's friend.
joy,I see pizza!
joy,"Oh, I wanna see! Lemme see! Lemme see!"
sadness,Hello? Who are we spying on?
neutral,"Hey, y'know what a really good rainy day game is?"
neutral,What?!
joy,"I mean naked game. Strip poker, we should totally play strip poker."
sadness,"Come on! When you go away, you-you have to play, it’s like a law!"
neutral,Allll done!
joy,"Aww, thank you."
neutral,"Okay, who’s next?!"
neutral,"Come on, please?! I’m boredddd! You let me do it once before."
joy,"Yeah well, if ah, if that’s the rule this weekend...  No!"
neutral,"What, like a number?"
joy,Hey!
neutral,Hi! Bye!
neutral,"Okay, I’m done with my choices, these are final."
anger,"Well, it’s about time."
neutral,"Ooh, very official."
neutral,"Oh, yeah, well y'know Chandler printed it up on his computer."
neutral,And who laminated it?
neutral,That would be me.
neutral,"All right let me see.  Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?"
anger,"Hey, it’s my list."
neutral,"Okay honey, you do realize she only spins like that on ice."
neutral,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the"
joy,"Umm, I'm actually a first year resident, but I get that a lot, you see, I-I graduated early"
joy,"Uh-huh, me too. Ross, maybe I should've specified that I'd be needing a grown up doctor."
joy,"Oh no, I'm fully qualified to"
anger,Shh!
anger,"Doogie, shh!"
anger,Go!
anger,"Go little boy, go!"
joy,Oh cool! You made him cry!
neutral,"Hey, there’s uh, some people outside, askin’ about candy."
anger,"Well, they’re just gonna have to wait aren’t they? I’ve only got two hands!!"
neutral,Need some help?
anger,No! You don’t know the system! There’ll be nobody messing with the system!
neutral,Your license please.
neutral,You don’t-you don’t want to hear about my dream Officer…Pretty?
neutral,It’s Petty.  I’ll be right back with your ticket.
neutral,I know. I know.
neutral,"Uh, like, could these margaritas"
neutral,"Hello, Mr. Bing."
joy,Loved your Stevie Wonder last night.
neutral,"Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk"
neutral,Sure.
neutral,No problem.
joy,"You have to give 'em something, you know."
neutral,"Okay, now that was Gerston, Santos, and who's the guy with the moustache?"
neutral,Petrie.
neutral,"Petrie, right, right. Okay, some people gonna be working"
anger,....right?
anger,Right?
anger,"I mean it’s pretty unbelievable y'know, I mean they just took off, took off without even looking back."
anger,"Y'know I don’t, I don’t need them, huh, I’ve got you guys now as friends, you and Susan."
joy,"Ah, Susan will be so pleased."
