Emotion,Text
fear,i was questioning myself and feeling nervous about being able to hit the targets
sadness,i believe a publisher editor should bless his products with as light a hand as is possible and i feel that having my artwork on any of my chapbooks would strike one as being a little self aggrandisement and vain
sadness,i did not realize how absolutely bad i was feeling with weight pain and the emotional toll until i was gluten free for weeks
anger,i feel food smarter already and slightly annoyed calories counting is so annoying
sadness,i feel my heart aching really
fear,i feel reluctant to go overseas one interesting fact is how the whole education system is so screwed up that to us ip seems so wow cus only a few schs get to go ip but to the schs
fear,i wrote words without really feeling all that distressed about it
sadness,im feeling rejected
fear,i feel skeptical about relationships between others when they seem so upfront about there emotions
anger,im feeling kinda grumpy so im going to post videos that cheer me up
sadness,i television of the feelings and so called suffering of the arabs whose homes are being inspected because of the chance they are hiding arab terrorists or something of the kidnapped boys
sadness,i also feel ashamed at the hurt caused and ashamed at the things ive done that were not in my character and were down to being manic or whatever you want to call it
sadness,im feeling disheartened and have not been looking for matthew guion pictures
sadness,i feel that my husband should have been punished more for his addiction with porn not only that but with all the abuse me and our children have suffered from his hands
fear,i feel anxious and off
anger,i feel like i just don t want to be bothered i just listen to music
anger,i am feeling frustrated or angry with my husband in general
sadness,i find myself trying to discreetly smell his breath but then feel guilty for being so suspicious
sadness,i feel my blog is getting a bit bombarded with beauty posts and i feel im boring you all what dya think
